BuilderCompany;BuilderCompanyCode;BuilderObjectRu;BuildFinishDate;PDChangesBuildFinishDate
ООО Специализированный застройщик Донстрой (ИНН 6165129230);05352;г. Ростов-на-Дону, Ворошиловский район, 6А-микрорайон Северного жилого района (поз. № 4 ГП);31.12.2021 0:00:00;30.06.2022 0:00:00
ООО Семья;04975;г. Краснодар, Прикубанский внутригородской округ, ул. Красных Партизан,  1/4, Литер 20;31.12.2021 0:00:00;31.03.2022 0:00:00
АО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВНЕШСТРОЙ;RDM_4193326522;г. Тула, Зареченский район, ул.Октябрьская, кадастровый номер 71:30:010218:8947;31.12.2021 0:00:00;
ООО СЗ РОМЕКС ДЕВЕЛОПМЕНТ ПАРК;RDM_1601587147;Российская Федерация, Краснодарский край, город Краснодар, ул. им. Александра Покрышкина, Прикубанский внутригородской округ,  литер 11;31.03.2023 0:00:00;
ООО СЗ РОМЕКС ДЕВЕЛОПМЕНТ ПАРК;RDM_1601587147;Российская Федерация, Краснодарский край, город Краснодар, ул. им. Александра Покрышкина, Прикубанский внутригородской округ,  литер 11;31.03.2023 0:00:00;
ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК САМОЛЁТ-2;RDM_3381148105;Краснодарский край, г. Краснодар, ул. Западный Обход, уч. 57, первый этап строительства, Литер 1;31.12.2022 0:00:00;
ООО СУ-10 ЮСИ Кубань;RDM_1378624054;Российская Федерация, г. Краснодар, Прикубанский внутригородской округ, в районе улицы Семигорская, дом Литер 8 (8-й этап строительства);31.12.2022 0:00:00;30.06.2023 0:00:00
ООО СУ-10 ЮСИ Кубань;RDM_1378624054;Российская Федерация, г. Краснодар, Прикубанский внутригородской округ, в районе улицы Семигорская, дом Литер 8 (8-й этап строительства);31.12.2022 0:00:00;30.06.2023 0:00:00
ООО СЗ ЮГСТРОЙТРИУМФ;RDM_2573435202;Краснодарский край, г. Краснодар, Прикубанский внутригородской округ, в районе ул. Красных Партизан, 1, литер 3, на земельном участке с кадастровым\nномером: 23:43:0106012:2176;31.12.2021 0:00:00;
ООО Империал Град;RDM_1360525170;Российская Федерация, Краснодарский край, город Краснодар, Прикубанский внутригородской округ, ул. Им. Героя Яцкова И.В., 1/11, Литер 3;31.12.2026 0:00:00;30.06.2023 0:00:00
ООО Специализированный застройщик Вита Строй Девелопмент;RDM_2408656475;Российская Федерация, Краснодарский край, г. Новороссийск, с.  Цемдолина, ул. Красина, литер 4;30.06.2021 0:00:00;31.12.2022 0:00:00
ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГАРАНТИЯ;RDM_2847141769;Краснодарский край, г. Краснодар, ул. Дежнева, 29/3, литер 1;30.06.2022 0:00:00;
ООО АльфаСтройКомплекс;1783;Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Гидростроителей, 59/2, литер 1 ;31.12.2021 0:00:00;
ООО СЗ СЕМЬЯ-НОВОРОССИЙСК;RDM_4015854286;Российская Федерация, Краснодарский край, г. Новороссийск, в районе с. Мысхако Литер 4;31.12.2021 0:00:00;
АО Меритон-Регион;RDM_4284642756; Россия, Ростовская область, г.Ростов-на-Дону, Советский район, ул. 2-я Краснодарская, 169б, Литер 2;31.12.2020 0:00:00;31.03.2022 0:00:00
ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГАРАНТИЯ;RDM_2847141769;Краснодарский край, г. Краснодар, ул. Дежнева, 29/3, литер 1;30.06.2022 0:00:00;
ООО ТЗЖБИ;RDM_0038788201;Тульская область, г. Тула, Привокзальный район, ул. Сурикова дом 5;30.06.2021 0:00:00;30.09.2021 0:00:00
ООО СК НОВЫЙ ВЕК;RDM_2692488575;"Саратовская область, муниципальное образование город Энгельс, город Энгельс, ул.Пушкина, д.101/2, ул.Пушкина,д.101/1, ул.Пушкина, 99, ул.Пушкина, д.97, ул.Пушкина, д.95а, ул.Пушкина, д.95, ул.Пушкина, д.93а, ул. Пушкина, д.93, ул.Пушкина, д.93, ул.Пушкина,д.91, ул.Красноармейская, д.72, ул.Красноармейская, д.74; Саратовская область, муниципальное образование город Энгельс, город Энгельс, ул.Пушкин";31.12.2021 0:00:00;
ООО Инвестиционно - Строительная компания Наш город;03945;Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. им. Валерия Гассия, уч. 22, литер 10;31.12.2020 0:00:00;
ООО СЗ Развитие и Партнеры;04838;Воронежская область, г.  Воронеж, ул. 9 января, д. 223 И;31.12.2022 0:00:00;
